Order ID,Customer Name,Gender,City,Address,Product Details (Brand),Product Price (Taka),Devivery Charge,Total Bill (Taka),Phone Number
721,Wamia Rahman,Female,Comilla,"House #6, Lane #6, Kandirpar, Comilla",Khaadi,5990,120,6110,019-339-43909
722,Nusrat Tasnim,Female,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",Baroque,7560,120,7680,019-244-47034
723,Saima Sultana,Female,Barisal,"Apartment #8, Block #A, Kuakata, Barisal",Amir Adnan,9550,120,9670,017-753-71504
724,Sharmin Nawar,Female,Sylhet,"Plot #10, Shahjalal Uposhohor, Sylhet",Mushq,6890,120,7010,018-681-85603
725,Nazia Tasneem,Female,Jamalpur,"Plot #8, Islampur, Jamalpur",Mushq,6890,120,7010,016-433-85600
726,Saima Sobhan,Female,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",Celina,5599,120,5719,015-202-41077
727,Rabeya Sabah,Female,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",Amir Adnan,9550,120,9670,018-334-91040
728,Lamia Nawar,Female,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",Khaadi,5990,120,6110,018-190-92003
729,Faiza Rahman,Female,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",Ethnic,6500,70,6570,016-164-30931
730,Irina Hossain,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Baroque,7560,70,7630,019-361-80136
731,Tahmina Karim,Female,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",Ethnic,6500,70,6570,019-682-83068
732,Labiba Ahmed,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Sapphire,7180,70,7250,013-806-42053
733,Mehedi Ahmed,Male,Rajshahi,"Plot #13, Chouhatta, Boalia, Rajshahi",Khaadi,5990,120,6110,019-679-93011
734,Saima Tabassum,Female,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",Ethnic,6500,120,6620,016-782-11021
735,Sujana Karim,Female,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",Baroque,7560,120,7680,018-576-10262
736,Mahbuba Jahan,Female,Gazipur,"Flat #11, Building #16, Kaliakair, Gazipur",Faraz Manan,90000,120,90120,018-531-60890
737,Simanto Sadiq,Male,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",Ethnic,6500,120,6620,016-428-53000
738,Tamanna Tahsin,Female,Faridpur,"Plot #5, Charbhadrasan, Faridpur",Sapphire,7180,120,7300,019-348-60825
739,Alishba Ahmed,Female,Narsingdi,"House #19, Road #4, Shibpur, Narsingdi",Maria B.,7500,120,7620,015-872-46044
740,Rabeya Islam,Female,Sylhet,"Flat #4, Building #11, Lamabazar, Sylhet",Baroque,7560,120,7680,018-993-50096
741,Labony Biswas,Female,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",Mushq,6890,120,7010,018-788-19074
742,Ilma Akhtar,Female,Khulna,"Apartment #6, Block #F, Khalishpur, Khulna",Mushq,6890,120,7010,018-930-51018
743,Mostafa Islam,Male,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",Baroque,7560,120,7680,017-878-33090
744,Ayesha Mahi,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Celina,5599,70,5669,015-893-87018
745,Lamisa Fairooz,Female,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",Baroque,7560,120,7680,013-283-35082
746,Mahbuba Khan,Female,Jamalpur,"Apartment #7, Block #T, Melandaha, Jamalpur",Ethnic,6500,120,6620,018-161-15002
747,Maria Haque,Female,Jamalpur,"House #15, Road #5, Dewanganj, Jamalpur",Celina,5599,120,5719,019-898-14034
748,Urmi Nur,Female,Bogura,"House #9, Lane #10, Bogura Sadar, Bogura",Maria B.,7500,120,7620,013-367-96072
749,Nusrat Rahman,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Mushq,6890,70,6960,016-125-34070
750,Saima Sabah,Female,Barisal,"Plot #14, Dapdapia, Bakerganj, Barisal",Khaadi,5990,120,6110,017-752-32023
751,Labony Fairooz,Female,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",Ethnic,6500,70,6570,013-223-25605
752,Farhana Islam,Female,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",Sana Safinaz,10590,120,10710,019-622-46802
753,Sumaiya Mahi,Female,Dinajpur,"House #2, Lane #8, Dinajpur Sadar, Dinajpur",Faraz Manan,90000,120,90120,013-124-33109
754,Himeka Karim,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Khaadi,5990,70,6060,015-516-13600
755,Tahmina Hossain,Female,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",Mushq,6890,70,6960,018-528-66088
756,Tashfia Sobhan,Female,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",Maria B.,7500,70,7570,016-168-64106
757,Fabliha Biswas,Female,Jessore,"House #4, Lane #12, Jessore Sadar, Jessore",Sapphire,7180,120,7300,016-446-12501
758,Lamia Tasneem,Female,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",Sana Safinaz,10590,70,10660,018-787-66014
759,Ayesha Das,Female,Gazipur,"House #8, Lane #10, Joydebpur, Gazipur",Sana Safinaz,10590,120,10710,018-802-44700
760,Wamia Tasnim,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Ethnic,6500,70,6570,017-554-77404
761,Mahbuba Jahan,Female,Narayanganj,"House #5, Lane #4, Fatullah, Narayanganj",Ethnic,6500,120,6620,015-389-60357
762,Anisha Rowshan,Female,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",Faraz Manan,90000,70,90070,016-629-68099
763,Farinaj Sultana,Female,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",Sana Safinaz,10590,70,10660,015-906-80155
764,Jannatul Jahan,Female,Gazipur,"Flat #11, Building #16, Kaliakair, Gazipur",Mushq,6890,120,7010,019-928-80422
765,Tashpia Karim,Female,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",Khaadi,5990,120,6110,019-815-70063
766,Anisha Khan,Female,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",Sana Safinaz,10590,70,10660,013-527-10049
767,Arabi Karim,Female,Jamalpur,"Apartment #7, Block #T, Melandaha, Jamalpur",Khaadi,5990,120,6110,018-659-27801
768,Farhana Biswas,Female,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",Mushq,6890,120,7010,015-612-64605
769,Tahmina Nawar,Female,Tangail,"Plot #7, Mirzapur, Tangail",Amir Adnan,9550,120,9670,013-803-56047
770,Sabina Nur,Female,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",Sapphire,7180,70,7250,013-720-43007
771,Labiba Tasnim,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Khaadi,5990,70,6060,015-392-25700
772,Alishba Biswas,Female,Comilla,"House #20, Road #8, Chauddagram, Comilla",Maria B.,7500,120,7620,019-362-78605
773,Tashpia Karim,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Ethnic,6500,70,6570,019-430-36065
774,Abrar Shah,Male,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",Sapphire,7180,70,7250,018-341-55058
775,Tahmina Islam,Female,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",Baroque,7560,120,7680,019-327-26502
776,Faiza Akhtar,Female,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",Maria B.,7500,120,7620,016-163-40052
777,Sabina Fairooz,Female,Dinajpur,"Plot #9, Phulbari, Dinajpur",Baroque,7560,120,7680,018-657-56090
778,Sabina Nur,Female,Mymensingh,"Plot #5, Trishal, Mymensingh",Maria B.,7500,120,7620,015-761-32606
779,Wamia Karim,Female,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",Ethnic,6500,70,6570,019-280-64180
780,Shafin Kabir,Male,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",Celina,5599,70,5669,018-715-90658
781,Maria Hossain,Female,Coxs Bazar,"Flat #11, Building #15, Teknaf, Coxs Bazar",Mushq,6890,120,7010,017-131-63074
782,Jamil Haque,Male,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Baroque,7560,70,7630,016-168-40219
783,Faiza Biswas,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Celina,5599,70,5669,015-146-67029
784,Rabbi Amin,Male,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",Sana Safinaz,10590,70,10660,018-794-84200
785,Arabi Islam,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Maria B.,7500,70,7570,016-908-78080
786,Urmi Mahi,Female,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",Sapphire,7180,120,7300,019-163-47030
787,Nusrat Mahi,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Sapphire,7180,70,7250,015-624-04587
788,Maria Tasnim,Female,Bogura,"House #9, Lane #10, Bogura Sadar, Bogura",Sana Safinaz,10590,120,10710,019-554-11007
789,Maria Karim,Female,Narayanganj,"House #5, Lane #4, Fatullah, Narayanganj",Amir Adnan,9550,120,9670,015-878-28693
790,Nowshin Sultana,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Khaadi,5990,70,6060,017-784-28930
791,Sadman Rahman,Male,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",Amir Adnan,9550,120,9670,013-738-14976
792,Irina Chowdhury,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Baroque,7560,70,7630,018-144-52694
793,Lamisa Akhtar,Female,Mymensingh,"House #18, Road #9, Muktagacha, Mymensingh",Khaadi,5990,120,6110,016-195-33939
794,Tahmina Akhtar,Female,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",Faraz Manan,90000,120,90120,015-171-12193
795,Maria Islam,Female,Kushtia,"Flat #2, Building #9, Daulatpur, Kushtia",Faraz Manan,90000,120,90120,019-666-93391
796,Jannatul Khan,Female,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",Faraz Manan,90000,70,90070,015-291-72931
797,Sabina Fairooz,Female,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",Maria B.,7500,70,7570,016-433-79591
798,Mahbuba Sobhan,Female,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",Mushq,6890,120,7010,015-921-29971
799,Nazia Akhtar,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Ethnic,6500,70,6570,017-201-79500
800,Faiza Karim,Female,Barisal,"Plot #14, Dapdapia, Bakerganj, Barisal",Mushq,6890,120,7010,017-168-99080
801,Nowshin Tasneem,Female,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",Maria B.,7500,120,7620,019-823-38994
802,Nazia Biswas,Female,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",Khaadi,5990,70,6060,014-925-64097
803,Nafi Siddique,Male,Comilla,"House #6, Lane #6, Kandirpar, Comilla",Khaadi,5990,120,6110,018-467-16996
804,Nusrat Tabassum,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Baroque,7560,70,7630,015-924-79576
805,Farinaj Jahan,Female,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",Sana Safinaz,10590,70,10660,016-972-82983
806,Maria Chowdhury,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Celina,5599,70,5669,016-368-97895
807,Lamisa Haque,Female,Gazipur,"Plot #4, Sreepur, Gazipur",Sapphire,7180,120,7300,017-906-39996
808,Alishba Sabrin,Female,Dinajpur,"Flat #3, Building #14, Chirirbandar, Dinajpur",Amir Adnan,9550,120,9670,013-710-19768
809,Sabina Khan,Female,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",Maria B.,7500,70,7570,018-600-79283
810,Mahbuba Tabassum,Female,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",Baroque,7560,70,7630,017-395-99051
811,Sujana Khan,Female,Bogura,"Flat #13, Building #12, Kahalu, Bogura",Mushq,6890,120,7010,013-732-10744
812,Aminul Zamil,Male,Jamalpur,"Plot #8, Islampur, Jamalpur",Sapphire,7180,120,7300,018-483-70471
813,Ahmed Zamil,Male,Dinajpur,"House #16, Road #6, Khansama, Dinajpur",Faraz Manan,90000,120,90120,019-475-50283
814,Jamil Yasir,Male,Comilla,"House #6, Lane #6, Kandirpar, Comilla",Khaadi,5990,120,6110,019-935-70866
815,Irina Islam,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Sana Safinaz,10590,70,10660,019-180-30646
816,Ayesha Sabah,Female,Narsingdi,"Apartment #12, Block #O, Belabo, Narsingdi",Faraz Manan,90000,120,90120,019-536-94022
817,Farinaj Sabah,Female,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",Mushq,6890,70,6960,013-362-71009
818,Sharmin Ferdous,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Sana Safinaz,10590,70,10660,016-537-17071
819,Nafisa Khan,Female,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",Baroque,7560,120,7680,019-250-17104
820,Maria Sabrin,Female,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",Baroque,7560,120,7680,013-160-37350
821,Rabbi Barua,Male,Coxs Bazar,"House #20, Road #5, Ramu, Coxs Bazar",Faraz Manan,90000,120,90120,018-891-45014
822,Labiba Noor,Female,Dinajpur,"Flat #3, Building #14, Chirirbandar, Dinajpur",Maria B.,7500,120,7620,019-366-28601
823,Sabina Ahmed,Female,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",Sapphire,7180,120,7300,018-345-71902
824,Saima Jahan,Female,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",Celina,5599,70,5669,016-319-40099
825,Ayesha Khan,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Khaadi,5990,70,6060,015-765-76004
826,Nowshin Tasneem,Female,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",Khaadi,5990,70,6060,018-159-42016
827,Jannatul Rahman,Female,Rangpur,"House #16, Road #10, Kaunia, Rangpur",Khaadi,5990,120,6110,018-225-41900
828,Tamanna Jahan,Female,Narsingdi,"House #19, Road #4, Shibpur, Narsingdi",Khaadi,5990,120,6110,019-518-69097
829,Sumaiya Tasneem,Female,Kushtia,"House #14, Road #8, Bheramara, Kushtia",Khaadi,5990,120,6110,018-599-88102
830,Jannatul Chowdhury,Female,Coxs Bazar,"House #3, Lane #7, Coxs Bazar Sadar, Coxs Bazar",Khaadi,5990,120,6110,017-505-79104
831,Sobhan Nain,Male,Mymensingh,"Apartment #9, Block #L, Bhaluka, Mymensingh",Khaadi,5990,120,6110,013-834-21041
832,Alishba Nawar,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Khaadi,5990,70,6060,019-222-40689
833,Farinaj Tabassum,Female,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",Khaadi,5990,70,6060,019-271-21906
834,Labony Mahi,Female,Faridpur,"House #10, Lane #7, Faridpur Sadar, Faridpur",Khaadi,5990,120,6110,019-462-21503
835,Irina Rahman,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Sana Safinaz,10590,70,10660,016-111-30073
836,Lamisa Sabah,Female,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",Amir Adnan,9550,70,9620,019-741-59097
837,Anisha Ferdous,Female,Gazipur,"Flat #11, Building #16, Kaliakair, Gazipur",Ethnic,6500,120,6620,018-956-75021
838,Ilma Das,Female,Jessore,"Plot #8, Manirampur, Jessore",Mushq,6890,120,7010,013-817-46800
839,Raisa Ferdous,Female,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",Baroque,7560,70,7630,013-800-29076
840,Lamia Ahmed,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Faraz Manan,90000,70,90070,017-650-83064
841,Sabina Sabah,Female,Coxs Bazar,"Plot #14, Ukhia, Coxs Bazar",Sapphire,7180,120,7300,016-500-58084
842,Sabina Biswas,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Celina,5599,70,5669,019-861-61096
843,Tahmina Hossain,Female,Coxs Bazar,"Apartment #8, Block #M, Chakaria, Coxs Bazar",Khaadi,5990,120,6110,013-973-42044
844,Sadman Siddique,Male,Barisal,"Flat #5, Building #4, Muladi, Barisal",Sapphire,7180,120,7300,018-771-20495
845,Alishba Nur,Female,Sylhet,"House #2, Lane #8, Amberkhana, Sylhet",Maria B.,7500,120,7620,019-743-99071
846,Tahmina Nawar,Female,Rajshahi,"House #17, Road #12, Boalia, Rajshahi",Ethnic,6500,120,6620,018-505-80024
847,Himeka Ferdous,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Mushq,6890,70,6960,017-613-67081
848,Nusrat Rahman,Female,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",Maria B.,7500,120,7620,015-386-40103
849,Tashpia Hossain,Female,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",Faraz Manan,90000,120,90120,016-120-76738
850,Mehedi Alam,Male,Kushtia,"Apartment #10, Block #P, Mirpur, Kushtia",Faraz Manan,90000,120,90120,017-425-57754
851,Sujana Biswas,Female,Sylhet,"Plot #10, Shahjalal Uposhohor, Sylhet",Maria B.,7500,120,7620,017-167-61274
852,Sharmin Sabah,Female,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",Maria B.,7500,120,7620,013-866-27674
853,Tashpia Rahman,Female,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",Sapphire,7180,70,7250,019-652-72843
854,Raisa Das,Female,Narayanganj,"Plot #9, Rupganj, Narayanganj",Mushq,6890,120,7010,016-476-76782
855,Sumaiya Akhtar,Female,Tangail,"House #16, Road #11, Gopalpur, Tangail",Sapphire,7180,120,7300,013-633-21625
856,Tahmina Khan,Female,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",Ethnic,6500,70,6570,018-101-16595
857,Miniba Ahmed,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Celina,5599,70,5669,013-222-77473
858,Nusrat Islam,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Mushq,6890,70,6960,017-183-86432
859,Labiba Noor,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Faraz Manan,90000,70,90070,013-793-34530
860,Rohhan Chowdhury,Male,Barisal,"Apartment #8, Block #A, Kuakata, Barisal",Sana Safinaz,10590,120,10710,017-473-77941
861,Nafi Kabir,Male,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",Mushq,6890,120,7010,017-729-66472
862,Miniba Sobhan,Female,Rajshahi,"Flat #6, Building #10, Shiroil, Rajshahi",Faraz Manan,90000,120,90120,017-892-54308
863,Ayesha Sabah,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Sapphire,7180,70,7250,015-357-11854
864,Raisa Rowshan,Female,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",Sana Safinaz,10590,120,10710,018-779-13280
865,Nusrat Sultana,Female,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",Khaadi,5990,70,6060,018-484-38651
866,Nazia Ali,Female,Khulna,"House #1, Lane #5, Sonadanga, Khulna",Sana Safinaz,10590,120,10710,017-488-40875
867,Lamisa Ali,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Baroque,7560,70,7630,015-711-34826
868,Sharmin Rowshan,Female,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",Celina,5599,120,5719,017-172-96790
869,Saima Haque,Female,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",Amir Adnan,9550,120,9670,015-139-51006
870,Faiza Biswas,Female,Comilla,"House #20, Road #8, Chauddagram, Comilla",Ethnic,6500,120,6620,019-4969-3291
871,Fabliha Islam,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Celina,5599,70,5669,015-279-94859
872,Sujana Tasnim,Female,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",Faraz Manan,90000,70,90070,019-481-97975
873,Saima Noor,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Maria B.,7500,70,7570,018-605-78373
874,Farhan Sadiq,Male,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",Ethnic,6500,120,6620,016-397-28070
875,Sabina Tasneem,Female,Rajshahi,"House #17, Road #12, Boalia, Rajshahi",Celina,5599,120,5719,015-444-49042
876,Saima Nawar,Female,Jessore,"Plot #8, Manirampur, Jessore",Celina,5599,120,5719,017-144-38043
877,Himeka Ali,Female,Khulna,"Apartment #6, Block #F, Khalishpur, Khulna",Faraz Manan,90000,120,90120,015-969-61003
878,Sabina Noor,Female,Faridpur,"Flat #2, Building #13, Nagarkanda, Faridpur",Celina,5599,120,5719,015-827-35906
879,Nasir Alam,Male,Narsingdi,"Apartment #12, Block #O, Belabo, Narsingdi",Mushq,6890,120,7010,015-683-73270
880,Labony Islam,Female,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",Amir Adnan,9550,70,9620,018-138-73408
881,Sujana Ahmed,Female,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",Mushq,6890,120,7010,013-339-90069
882,Fabliha Mahi,Female,Khulna,"Plot #7, DA Khan Road, Khulna",Khaadi,5990,120,6110,016-669-28501
883,Mahbuba Biswas,Female,Tangail,"House #16, Road #11, Gopalpur, Tangail",Faraz Manan,90000,120,90120,016-567-26880
884,Sabina Khan,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Baroque,7560,70,7630,017-584-50821
885,Arabi Hossain,Female,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",Sana Safinaz,10590,70,10660,019-661-30806
886,Lamia Karim,Female,Rajshahi,"Plot #13, Chouhatta, Boalia, Rajshahi",Sana Safinaz,10590,120,10710,018-601-23890
887,Rabbi Kabir,Male,Coxs Bazar,"House #3, Lane #7, Coxs Bazar Sadar, Coxs Bazar",Celina,5599,120,5719,018-600-16850
888,Ayesha Khan,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Khaadi,5990,70,6060,018-597-56856
889,Ilma Khan,Female,Faridpur,"Plot #5, Charbhadrasan, Faridpur",Khaadi,5990,120,6110,018-663-11824
890,Ayesha Chowdhury,Female,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",Sana Safinaz,10590,70,10660,018-371-10425
891,Miniba Karim,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Celina,5599,70,5669,013-479-14026
892,Labony Hossain,Female,Sylhet,"Flat #4, Building #11, Lamabazar, Sylhet",Sana Safinaz,10590,120,10710,019-720-50029
893,Tahmina Tahsin,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Khaadi,5990,70,6060,017-918-66072
894,Sabina Mahi,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Mushq,6890,70,6960,019-164-27009
895,Maria Karim,Female,Rangpur,"Plot #8, Bogra Road, Rangpur",Khaadi,5990,120,6110,018-657-65037
896,Mahbuba Tasneem,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Maria B.,7500,70,7570,017-259-27340
897,Sabina Ferdous,Female,Bogura,"Plot #7, Sherpur, Bogura",Faraz Manan,90000,120,90120,018-801-83936
898,Saima Ali,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Mushq,6890,70,6960,018-110-59970
899,Farib Shah,Male,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",Amir Adnan,9550,70,9620,017-382-58904
900,Labiba Rahman,Female,Mymensingh,"House #18, Road #9, Muktagacha, Mymensingh",Celina,5599,120,5719,018-570-46802
901,Tahmina Hossain,Female,Bogura,"House #18, Road #4, Sonatala, Bogura",Maria B.,7500,120,7620,013-142-91407
902,Saima Das,Female,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",Sapphire,7180,70,7250,017-435-67407
903,Nazia Nawar,Female,Rangpur,"House #3, Lane #9, Kotwali, Rangpur",Mushq,6890,120,7010,015-166-31975
904,Abdullah Karim,Male,Jamalpur,"House #4, Lane #12, Jamalpur Sadar, Jamalpur",Faraz Manan,90000,120,90120,016-859-17405
905,Abonty Karim,Female,Narayanganj,"Plot #9, Rupganj, Narayanganj",Sana Safinaz,10590,120,10710,019-876-51041
906,Wamia Tasneem,Female,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",Ethnic,6500,70,6570,015-277-55207
907,Sujana Biswas,Female,Dinajpur,"House #16, Road #6, Khansama, Dinajpur",Baroque,7560,120,7680,019-835-87508
908,Nowshin Mahi,Female,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",Baroque,7560,120,7680,013-578-23028
909,Labiba Islam,Female,Dinajpur,"Apartment #5, Block #R, Birganj, Dinajpur",Ethnic,6500,120,6620,017-441-25604
910,Miniba Tasnim,Female,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",Ethnic,6500,70,6570,016-876-99708
911,Mehedi Hassan,Male,Mymensingh,"House #18, Road #9, Muktagacha, Mymensingh",Mushq,6890,120,7010,016-701-10201
912,Tahmina Tabassum,Female,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",Baroque,7560,120,7680,016-512-98015
913,Anisha Sabrin,Female,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",Mushq,6890,70,6960,018-104-76009
914,Ahmed Barua,Male,Mymensingh,"House #10, Lane #6, Mymensingh Sadar, Mymensingh",Faraz Manan,90000,120,90120,013-363-45601
915,Raisa Tasneem,Female,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",Mushq,6890,70,6960,013-783-15207
916,Nazia Hossain,Female,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",Sapphire,7180,70,7250,015-272-76404
917,Mohammad Amirul,Male,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",Mushq,6890,120,7010,013-552-10019
918,Nafisa Ali,Female,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",Ethnic,6500,120,6620,019-665-48019
919,Farhana Sabrin,Female,Rajshahi,"House #4, Lane #7, Motihar, Rajshahi",Baroque,7560,120,7680,016-287-82309
920,Nusrat Akhtar,Female,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",Sana Safinaz,10590,70,10660,017-709-33092
921,Farinaj Biswas,Female,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",Baroque,7560,70,7630,017-289-70091
922,Nusrat Fairooz,Female,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",Sapphire,7180,120,7300,019-579-11409
923,Sabina Islam,Female,Rangpur,"Apartment #7, Block #G, Pirgacha, Rangpur",Celina,5599,120,5719,017-139-38040
924,Miniba Tahsin,Female,Rajshahi,"House #4, Lane #7, Motihar, Rajshahi",Sapphire,7180,120,7300,013-987-68006
925,Himeka Jahan,Female,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",Baroque,7560,120,7680,017-814-82503
926,Abonty Nawar,Female,Kushtia,"Plot #6, Kumarkhali, Kushtia",Ethnic,6500,120,6620,015-335-90605
927,Saima Hossain,Female,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",Amir Adnan,9550,70,9620,013-447-62707
928,Alishba Rowshan,Female,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",Maria B.,7500,70,7570,019-192-43980
929,Urmi Rahman,Female,Narayanganj,"House #14, Road #7, Araihazar, Narayanganj",Faraz Manan,90000,120,90120,018-516-71506
930,Tanjim Ahmed,Male,Narayanganj,"House #14, Road #7, Araihazar, Narayanganj",Sapphire,7180,120,7300,015-679-74508
931,Ayesha Sultana,Female,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",Khaadi,5990,120,6110,016-742-35084
